Video_ID,Teks_Komentar
MIo4tGN11j0,"menit 14:30, pengen kabur tp ga punya modal, ga punya koneksi, nekat kabur aja malah jadi masalah baru"
MIo4tGN11j0,Terus maju Ray dan Bang Felix menyuarakan kebenaran..jangan takut pada manusia..
MIo4tGN11j0,Ko Felix badannya mulai keliatan gede 💪
MIo4tGN11j0,Masya Allah .... ni mah isi semuà podcastnya...❤ ....suka ma  ni org be  2
MIo4tGN11j0,"Coba kalau yg mengolah hasil bumi sendiri dikelola sendiri,oleh anak bangsa sendiri,dan bisa membuka lapangan kerja buat bangsanya sendiri,rakyatnya bisa Sejah terah"
MIo4tGN11j0,"Contoh,minyak dikelola oleh perusahaan asing dulu namanya pripot,coklat banyak perusahaan diindonesia yg punya orang asing"
MIo4tGN11j0,"Indonesia kaya akan hasil buminya,tapi kurang pandai mengelola ya,sehingga hasil kekayaannya banyak dikelola oleh warga asing"
MIo4tGN11j0,Gimana kita berharap keadilan ? Karena hanya air yg bersih yg bisa membersihkan baju
MIo4tGN11j0,"Apa yg diucapkan fellix itu benar semua,dan pelajaran yg sangat berharga,tank you"
MIo4tGN11j0,Dulu PRABOWO 1998 juga KABUR AJA DULU ke Yordania  ! Sekarang PRABOWO jadi PRESIDEN
MIo4tGN11j0,"Kalau diluar negeri umur 70 th saja masih kerja,selagi dia kuat,persyaratan ya tak ada cuma yg penting kerja rajin dan tanggung jawab"
MIo4tGN11j0,"Harus ada surat pengalaman kerja,,umur dibatasi,kerja sistem kontrak,bila umur sudah 40 th tak disambung kontrak lg"
MIo4tGN11j0,Share2 sebanyak2nya
MIo4tGN11j0,"Cari kerja susah,kalau ada pun banyak sekali persyaratan ya,harus ada tinggi badan,ada surat dari kepolisan berkelakuan baik"
MIo4tGN11j0,"Wajarlah banyak yg kerja keluar negeri,diindonesia,biaya hidup mahal,gaji kecil,hukum diindonesia tak jelas,buktinya,tanah rakyat yg punya sertifikat bisa diambil oleh orang yg berkuasa,yg banyak duet"
MIo4tGN11j0,"Darahku mendidih, guys. Barakallahu fii kuma."
MIo4tGN11j0,Ibu banteng itu yg bikin takut kader-kader nya lari ke ok gas. Karna jangar kan kalah😂😂😂😂😂
MIo4tGN11j0,Kalo aku merasa negara ini sedang di adu domba dari cabang elit yang ada di indo dan bangkenya cabangnya ini kumpulan orang² indo juga.
MIo4tGN11j0,"dapat perspektif baru dari topic pembicaraan, terima kasih untuk ustadz felix dan raymond chin ."
MIo4tGN11j0,"Kalau punya skill fisika dan sekolah okelah, tapi kalau tidak, ingat pernyataan Thomas Paine : right or wrong is  my country sdh terbukti benar."
MIo4tGN11j0,2 koko ku tersayang❤❤❤
MIo4tGN11j0,Org2 yg stuck saat ini mungkin lbh milih ancur2an sekalian
MIo4tGN11j0,Kamu bịak IQ tinggi hebat.
MIo4tGN11j0,"Izin menyampaikan ustadz Felix dan bg Reymond, maaf sebenarnya bukan salah dari eksekutif aja, legislatif dan yudikatif berperan sama rata dgn eksekutif, dan semenjak eksekutif dipimpin pak Prabowo, sudah bnyk perubahan sebelum nya, yg bandal itu orang disekitaran nya, dan dia berjuang untuk memberantas itu walaupun bnyk yg tak mendukung penuh.  Dan kebijakan2 yg meleset itu bukan juga dari dia 100% dan dia GK bisa pulak 100% mutlak untuk dia kondisikan, yg berat itu dari mafia2 yg di dlm kabinet, mafia2 pejabat yg berperan ganda, apalagi legislatif dan yudikatif mafia nya kelas2 kakap, 2 vs 1 bukan mudah."
MIo4tGN11j0,"Udah lama tinggal di Luar Negeri, tiap pulang ke indo kayak ”kok kayak gini sih” dan sekarang lagi currently tinggal di Istanbul juga. Bener banget sih yang diomongin dari segi kesehariannya, pas pulang ke Indonesia kaget banget pas harus pergi ke suatu tempat dengan jarak cuman 1.5 km biasa jalan kaki di Istanbul tapi karena susah banget akhirnya putusin buat gojek, hal hal kayak gini juga yang keliatannya kecil tapi sebenernya impact nya kekehidupan keseharian kita cukup besar"
MIo4tGN11j0,"Selagi konsumsi para pejabat nya masih bercokol pada paham arogansi, maka akan selama itu juga republik ini sulit lepas dari yg nama nya ""kisruh"
MIo4tGN11j0,Obrolan berbobot kaya gini harus diperbanyak.
MIo4tGN11j0,"27:09  Sama halnya di dalam game, kita mempersiapkan segala keperluan untuk mengalahkan musuh. Mulai dari memilih karakter yang ada, menyesuaikan karakter dengan kelemahan musuh, senjata yang digunakan, sampai kemampuan kita dalam menggunakan skill dari karakter yang kita gunakan untuk melawan hingga mereka kita kalahkan. Sama seperti yang disinggung di menit 14:56 . Seperti yang disebutkan sebelumnya, jika kita menggabungkan kekuatan yang digunakan untuk mengalahkan mereka, maka kemungkinan besar bisa mengalahkannya dengan beberapa hal yang sudah saya ketik sebelumnya (seperti pemilihan senjata, kemampuan menggunakan nya dsb).  Mohon maaf kalau saya ambil contoh/analogi dari game yg saya sebagai gamer menjelaskan di atas. Semoga panjang umur dan banyak rezeki buat semuanya!"
MIo4tGN11j0,Mantap..
MIo4tGN11j0,Enak banget kalau dengar org cerdas ngomong bnyak manfaat dan daging banget.  Rezim ngeri banget moga ustad Felix dan Raymond bisa terus agar masyarakat yg 60 bisa melek moga Indonesia yg sangat sy cintai ini maju berkah Amin🤲🏻
MIo4tGN11j0,Ayooo...semangat jadi kepanjangan Imam Ahmad bin Hambal
MIo4tGN11j0,"Kren bgt koh dua ini,aku nonton tanpa skip isinya daging smua ❤ trus lanjutkan koh raymon dan koh felix"
MIo4tGN11j0,your vote is meaningless when the system is wrong
MIo4tGN11j0,aku cinta Indonesia
MIo4tGN11j0,"salah satu alasan gw selalu setia nonton kontennya bang raymond adalah krn gw menilai dia masih tidak berafiliasi dgn pemerintah (krn gw dipemerintahan) tapi gw berharap bang raymond ttp kaya gini, stay strong wlpn ga jadi staf2 atau lain2nya itulah ya, but itu kelebihanmu bang ❤"
MIo4tGN11j0,"deep banget “kalau mau hidup susah, ayo kita fight bareng” Allah bantu kami"
MIo4tGN11j0,merinding 🥶
MIo4tGN11j0,Apakah indonesia menuju indonesia cemas?
MIo4tGN11j0,"Bro Raymond, you got +1 Subscribe from me :D 1. Ngobrolnya gantian gak tiba-tiba motong pembicaraan 2. Ilmunya tepat.  My personal opini, melihat kondisi sekarang khususnya jabodetabek, - biaya berobat mahal - biaya sekolah anak sudah hampir 20jtaan (kisaran 16-18jtaan di sekolah IT) lain lagi biaya tahunan, spp, kenaikan pertahun. - apalagi beli rumah cicilan, kpr/bulanan melambung tinggi, kalau ngontrak biaya naik tiap tahun - pajak ada hampir di semua sudut, pph21, makan di resto, belanja, kendaraan, pbb rumah, dll.  Belum lagi hukum yang amburadul, birokrasi (urus ktp, balik nama, dll rawan kenak pungli) dan paling fatal PHK dimana-mana, nyari kerja di batasi dengan segudang syarat. Sebal, geram & marah numpuk jadi satu kalau ngelihat susahnya merintis kehidupan yg sejahtera di Indonesia, sebagai orang yang punya skill di bidang IT kabur aja dulu pilihan tepat, tak perlu jauh2, di negara tetangga saja sudah kelihatan ketimpangannya dibandingkan Indonesia. Jadi teman2 kalau merasa punya skill, mulai dengan buat paspor karena antrinya panjang, pakai calo bisa kenak 2jtaan/orang. GOOD LUCK !"
MIo4tGN11j0,"Ini kompleks problem siih,,luar dalam soalnya,,dan hrs x opong n bahlil lihat ini,biar meleeeekkkkkkkk liteeerrrrrASI...😊"
MIo4tGN11j0,bahkan nabi pun melaksanakan hijrah kemadinah untuk memperjuangkan dari luar
MIo4tGN11j0,keadilan akan memberikan pengaruh besar paka kwalitas hidup... tapi tidak dengan sebaliknya...
MIo4tGN11j0,"Usul ustad Felix benar,para generasi muda harus bersatu bersuara,karena kalau terpecah pecah makin menjadi ketidak adilannya"
MIo4tGN11j0,Gila daging semua yg gw dapet dari sini. Entah itu tema politiknya maupun tema agamanya
MIo4tGN11j0,"Request bahas DANANTARA dong bang, apa manfaatnya untuk rakyat Indonesia khususnya kalangan bawah atau hanya menguntungkan kalangan atas saja terkhusus pejabat pemerintah"
MIo4tGN11j0,"MaasyaaAllah...kenapa ada rasa bahagia, haru ya...ustadz Felix ketemu Raymond itu seperti ada energi yang saling ditransfer sehingga aura mereka terlhat KUAT. Ya Rabb..ikatlah mereka dengan ikatan yang sangat kuat di jalan kebaikan. Barakallufikum"
MIo4tGN11j0,from the beginning till end video: 9.8/10 🎉 what a discussion! Thank you 🌹
MIo4tGN11j0,"Memang semua yang di lakukan pemerintah Indonesia itu ga ada yang jelas, yang jelas itu hanya untuk mereka. Makanya banyak yang kabur dari dulu dan selalu membandingkan dengan negara lain. Memang tinggal di negara orang itu gak enak kalau gak ada skill tapi semua jelas dan terjamin...."
MIo4tGN11j0,"Masyarakat menengah kebawah sudah muak dan mau muntah sama pemerintah dan para pejabatnya,,,sud hopeless,, siapapun pemerintahnya semakin hancuuuuuuur"
MIo4tGN11j0,Ohh Tsunade tuh pernah bilang kek gitu wkwk
MIo4tGN11j0,Dr konten ini sy tau kenapa Timothy lebih sukses dari Raymond 😂
MIo4tGN11j0,"Wajar aja kalau mereka mau kabur, yang gak habis pikir kalau SDM rendah yang mau kabur😂.... Makin banyak aja kabar wni yang terkena kasus"
MIo4tGN11j0,22:10 AKB48
MIo4tGN11j0,Semoga istiqamah kalian para pembela kebenaran
MIo4tGN11j0,"menurut gw, nasionalis itu ""berkorban"" untuk negara. Naahh yg bilang orang lain ngga nasionalis itu apakah sudah ""berkorban"" ? only time will tell, ""berkorban"" beda ya sama ""mengkorbankan"""
MIo4tGN11j0,Aku kabur dari dulu  kerja di  Indonesia tidak  cukup untuk makan . Jadi aku dak punya presiden Jokowi dan Prabowo karena aku tidak pernah memilih mereka
MIo4tGN11j0,"Hiksss, baruu aja lulus S2 udah dihantam sama riweh nya Negara inii... Pengen kerja tapi pusing dimana, pengen kabur aja dulu tapi masih siapin Bahasa, yaah all I can do is buka bisnis, In Shaa Allah bisa bikin lapangan kerja baru at least buat orang-orang disekitarku"
MIo4tGN11j0,"Kita semua mesti mulai bersuara ya,  biar makin banyak orang ke-trigger untuk melakukan perubahan  Semoga bisa"
MIo4tGN11j0,"Mau Nasionalisme merubah Indonesia mjd lebih baik ,sungguh gelap. Pemimpinnya tdk bisa memberi contoh yg ditauladani, jd kabur aja dulu mencari ilmu dan mencari tempat yg bisa menghargai apa yg kita bisa kontribusi. ❤"
MIo4tGN11j0,ketika 2 orang cerdas ini ngajak w4pr35 ngobrol beginian kira kira kaya apa ya....
MIo4tGN11j0,Mantap. #pikirpikirajadulu
MIo4tGN11j0,"Masya Allah harus nonton nih,, dua orang pintar"
MIo4tGN11j0,"Wew ramadhan akan ada duet baru 🗣️🗣️🗣️, kombo channel ramadhan baru dapet 1. siapa lagi nih kalo yang lain? Moga2 diberikam umur panjang sampai ramadhan 🙏"
MIo4tGN11j0,Semoga Allah selalu memberikan perlindungan kepada orang seperti kalian..
MIo4tGN11j0,"Kabur aja, kan katanya jngn balik lg. Please pada bikib reviewnya kalo kalian berhasil diluar sana"
MIo4tGN11j0,Kalau dengar ustadz Felix bicara auto charge otak kita
MIo4tGN11j0,Felix siauw itu suruh kabur ke suriah sana. 😂
MIo4tGN11j0,"Obrolan ini GAK ADA TULANGNYA !  Kami pada level rakyat awam dengan sedikit ilmu baru bisa mendoakan semoga kelak ketika anak kami tumbuh dewasa, Indonesia dipimpin oleh orang2 hebat kuat cerdas yang punya hati nurani dan sangat cinta negeri ini.  Kami sudah pasrahkan kepada Allah SWT, para pemimpin yang jahat kepada rakyat, akan kami tuntut semua di akhirat!!!"
MIo4tGN11j0,"udh banyak perumpamaan, tapi kalau org org yg 'itu' masih ga ngerti sih audah mau gmna lagi :)"
MIo4tGN11j0,"MashaAllah subhanallah, masih banyak rakyat kompeten dan kapabel. Tapi mengapa wakil presidenku harus ""diiaaaaa😢"" Ya Allâh jangan beri azab pada bangsaku karena masih orang baik dan jujur seperti mereka."
MIo4tGN11j0,"negara tdk memberikan apa² tapi ketika kita punya gaji blm sempat diambil gajinya udah dipotong pajak dulu, padahal negara tdk pernah memberikan pekerjaan utk kita, tapi apapun yg kita lakukan semua utk negara"
MIo4tGN11j0,"22:15 Suka banget di part ini. Makasih Ustad, sudah membantu reminder saya atas harga diri dan kualitas saya sebagai manusia"
MIo4tGN11j0,Bukankah itu artinya akhlak dan moral bangsa sudah buruk. Bukankah kalian punya kewajiban untuk memperbaikinya. Apakah melawan pemerintah memberikan ajaran yang baik? Apakah semua salah pemerintah saja?
MIo4tGN11j0,Kayak mobil bobrok. . BBM nya pertamax. . Percuma 😂😂😂😂😂😂
MIo4tGN11j0,Oke bang gw biasin lu setelah ustadz felix
MIo4tGN11j0,"Curiga 80% itu sebenarnya 0,8%"
MIo4tGN11j0,"Lebih baik jual aja deh konoha, upss udh lama terjual siihh kitanya aja ngg sadar"
MIo4tGN11j0,"""Keadilan sosial bagi seluruh pejabat Indonesia"""
MIo4tGN11j0,Di sini emang ada yang ikut survey? 10 tahun mulyono & 100 hari prabowo?
MIo4tGN11j0,"Pak Anies, pak Abraham samad, pak refly Harun, pak Mahfud MD, dll serta anak2 Abah, ayo dikoordinir menuju perubahan, aamiin"
MIo4tGN11j0,Jadi solusi nya apa untuk orang2 yg dibicarkan pada menit 14 sampai 15 nih?😅
MIo4tGN11j0,Dulu generasi yg kabur ke luar negeri karena di negeri sendiri kerja gaji kecil untuk percepatan kelayakan hidup memutuskan kabur kerja jadi tkw ke taiwan th 2002  harus siap bersaing dgn tenaga kerja dari philipin dan thailand ternyata kita bisa meski cuma lulus slta
MIo4tGN11j0,Bang raymond itu lehernya kok kayak ada benjolan gitu ya .. aman kah lehernya?
MIo4tGN11j0,"Bang ray,coba buat film aja,tentang negaraa yg miskin,pemerintah korup dll yg mirip dengan negara kita,semua ide yg kau punya bisa terwujud di film itu,kayanya sangat menginspirasi🎉🎉kaya blueprint mimpi negqra indo,seandainya ini yg dilakukaaan hasilnya ini"
MIo4tGN11j0,Semoga makin banyak orang pintar dan cerdas yang bersuara danmakin banyak yang sadar akan sebuah kesalahan
MIo4tGN11j0,2 org ini cerdas banget
MIo4tGN11j0,itu yang di survey 82 persen anak keteknya jokowi prabowo apa?
MIo4tGN11j0,Ustad felix luar biasa....🙏🙏🙏
MIo4tGN11j0,"cara bantas judol untuk pedesaan, coba bahas bang"
MIo4tGN11j0,"2:41 kutambahin ""nah itu data"" yang bisa dibuat dan atau dimanipulasi 😂"
MIo4tGN11j0,"selama hama 58% masih mayoritas ""nerimo"" di negara ini ga bakal negara ini bangkit dan benar2 maju."
MIo4tGN11j0,"Saya ada di tengah tengah mau keluar negeri tapi bingung g punya biaya, fasilitas dan saya anak tunggal yang harus memikirkan orang tua karena g punya kakak atau adik 😊😊"
MIo4tGN11j0,"untuk kami-kami yang lulusan sarjana komputer, jadi merasa tertantang tinggal disini mulai dari karir, finansial, dan ruang. but we never know, if we have a great intention and process to implement it, i believe we can be part of the change. i'll stand u guys!✨"
MIo4tGN11j0,disini pramugari aja korupsi uang taxi bang wkwkwk
MIo4tGN11j0,DATA  SURVE  JOKOWI SELAMANYA 80% TAPI BUKAN DARI RAKYAT INDONESIA  RAKYAT TETANGGA SEBELAH
MIo4tGN11j0,"ditungguuuu konten ramadhannyaaa ko ray ft. ko felix , sehar-sehatttt selaluuu"
MIo4tGN11j0,"Di dunia kerja indo mau bener itu susah, pernah jadi korban ketidakadilan,  kemudian jadi pelaku dan akhirnya ninggalin semua. Pengalamamn 15 taun ini. Yang muda2 khususna yang punya idealis... Ya kabur aja dulu disini bukan tempatmu."
MIo4tGN11j0,"ayo raymond hidupin masjid, macam masjid nurul ashri, jadi tonggak peradaban baru, masjid juga kan udah ada di seluruh indonesiah"
MIo4tGN11j0,lanjutkan collabbya ya bang..
MIo4tGN11j0,"Kombinasi berkelazz,, semoga makin banyak yang tercerahkan.. Salut sama koh felix dan koh reymond. Berani mengambil tanggung jawab yang belum tentu sekalipun seseorang mampu memikulnya tapi mau mengambil tanggung jawab ini."
MIo4tGN11j0,"ya Allah berkahilah negeri kami ini, jadikan negeri kami negeri yang aman, tenteram, damai dan makmur  aamiin aamiin aamiin ya rabbal';alamiin"
MIo4tGN11j0,Kuncinya tangkap adili jokowi...
MIo4tGN11j0,Mau kabur kemana gaji 50 sampai 70 ribu / hari  orang kaya banyak pilihan  orang miskin   😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂🎉😂
MIo4tGN11j0,"MasyaAllah,, cerdas.."
MIo4tGN11j0,"Saya dari tahun  2004 kabur karena ingin memperbaiki masa depan , pada hal waktu itu saya lagi kerja di Balai penelitian karet Sembawa plg sumsel akhir nya sampai sekarang tinggal di luar terus"
MIo4tGN11j0,"Malu ngg si ""oknum"" pejabat denger ini?"
MIo4tGN11j0,itu survey apaan njirr.
MIo4tGN11j0,Kabur aja dulu. Kalau kita diluar Indonesia kita sudah membantu negara karena tidak digaji pakai uang negara. Tanpa banyak ngomong kita sudah membantu negara😀… kalau kabur niat kan dengan baik supaya nanti diluar Indonesia dibimbing Allah ketemu dengan orang orang baik juga. Banyak kesempatan untuk berkembang di luar Indonesia. Jangan takut.
MIo4tGN11j0,Orang wareg bangun jam 3
MIo4tGN11j0,kalo banyak yang keluar negri apa kesempatan orang yang masih ada di Indonesia makin banyak kesempatan ?
MIo4tGN11j0,"makmur negara indonesia ku, baik-baik negara indonesiaku, merdeka masyarakat indonesiaku, damai-damai negara indonesiaku aamiin"
MIo4tGN11j0,"I love statement ust.felix. Kalo pejabat bilang ""apa yang kita berikan kepada negara?"". Kita balikin aja ke mereka ""apa yg para pejabat berikan pada negara?"", toh andaikan mereka melakukan kebijakan yang bagus dan mensejahterakan rakyat, itupun tidak perlu kita apresiasi karena itu sudah tugas mereka, soalnya kita yang bayar gaji mereka dari pungutan pajak di semua lini."
MIo4tGN11j0,pen gw ajak ribut org yg suka ngancem2 bgtu. Apa apaan lo negara ini diatur hukum bukan preman yang ngancem
MIo4tGN11j0,Lawan saja dulu ✊
MIo4tGN11j0,"Kak Raymond coba dong undang wapres, dg pertanyaan cerdas kakak. Penasaran bisa jawab gak ..."
MIo4tGN11j0,Lu bangun pagi juga kalo tinggal di indonesia ga bakal jadi kaya juga 😂
MIo4tGN11j0,Felix ngaji lagi ke Dr khalid...agar komentarnya tidak buat gaduh buat umat ..
MIo4tGN11j0,"Kecewa, kesel, sedih, marah dg keadaan negaraku. Semoga Allah menyelematkan negri ini"
MIo4tGN11j0,HATI HATI BANG RAY ADA PELURU NYASAR. TAU KAN BAGAIMANA PEMIMPIN NEGERI INI PUNYA TNI
MIo4tGN11j0,"Gaji di luar negri itu besar nanti lu tabung di indonesia gede banget bro, nanti lu kasih ke rek ema lu nilainya gede bro 😊"
MIo4tGN11j0,"Menurut gw kuncinya adalah, pendidikan ! Perlu 1 generasi dgn pendidikan yg pure tidak di recoki biar gak downgrade"
MIo4tGN11j0,Kolaborasi adalah kunci
MIo4tGN11j0,"Please let me know if there are some options for the outliers who have big dreams and want to grow. I always felt trapped in the suck system.  Many people like me, still hard to take the first step."
MIo4tGN11j0,"Saya dari kecil sampe sekarang, impian nya cuma 1 pingin memiliki negara yg aman dan melindungi serta menjaga rakyatnya, bukan terasa asing d negara sendiri, karna saya kerja jadi TKW d hongkong sampe 20 thn, hanya untuk membiayai adek""saya sekolah, dan biaya kuliah mahal, saya kuliahkan adek""saya 3 S1 ,tapi begitu lulus jadi guru honorer gaji sama biaya kuliah perbandingannya timur dan baratt, terasa tidak berharga d negara sendiri,  Bahkan seandainya adek""saya bukan Hafiz, saya akan ajak kerja jadi TKW, tapi karna hongkong wajib masak babi, jadi saya urungkan 😕😕,sedih sich, sekian lama merasa asing d negri sendiri  Saya udah kabur dari thn 99 ustadz 😆😆😆😆😆"
MIo4tGN11j0,"2 org cerdas,,,: Alhamdulillah,,masih cinta Indonesia n siap mati untuk kebenaran  perbincangan strategi hasil kesalahan pemilu 2014,19 n 24,, dan bertahan 4 tahun lagi,, akankkah tahun 29 kelak Rakyat Indo masih salah pilih lagi,,, semoga 65 % bisa teredukasi dalam 4 tahun ini dan 15% penjahatnya bertobat,,"
MIo4tGN11j0,"Terimaksih sudah membuat bahasan yang CERDAS, LUGAS, TUNTAS, LOGIS!!!!"
MIo4tGN11j0,"Aku seneng kalau podcast to the point langsung mulai begini, ga usah pake highlight atau opening yg bertele2"
MIo4tGN11j0,"SURVEY TIPU-TIPU, NGGAK PERLU DIBAHAS, HANYA PEMBODOHAN DAN PENGHANCURAN PEMIKIRAN WARAS"
MIo4tGN11j0,Saya imigran di hk 10 tahun gak pulang😂😂
MIo4tGN11j0,14:13😢 ini mewakili saya
MIo4tGN11j0,Salam bahagia selalu 🥰🥰
MIo4tGN11j0,Kabur aja dulu sebenarnya udah dari lama.. Suamiku kabur ke luar negeri dah dari dulu😂.. Emang enak banget hidup di luar negeri itu.. Ini siap² lagi kabur😅
MIo4tGN11j0,Ustad yg paling cerdas yg pernah saya temui di online yaitu Ust. Felix Siauw
MIo4tGN11j0,Mantapp Capt. Felix. Tatakaee🐉
MIo4tGN11j0,Izin bang Raymond Chin apa sy bisa silaturahmi ke bang Raymond
MIo4tGN11j0,"Aku lulus SMU langsung kabur ke HK.Alhamdulillah bertemu sama orang2 yang baik dan disini walaupun sebagai asisten tetap dihargai dan diberikan hak2nya.Yach walaupun tidak  kaya paling tidak bisa untuk mencukupi kebutuhan orang rumah diIndonesia....bagiku sudah cukup dan aku menikmati prosesnya😊Aku tetap cinta Indonesia meskipun kabur bukan berarti benci,namun untuk meringankan beban hidup keluarga.Dan secara tidak sadar aku  termasuk pahlawan devisa.Semangat dech diriku...yg mau nyusul boleh😂🎉"
MIo4tGN11j0,Deep ustad 🙏
MIo4tGN11j0,Kalo kabur aja dulu dimasukin kedalam program TKI.mungkin pemerintah akan mendukung karena ada keuntungan balik😁
MIo4tGN11j0,maiyahan 2010 (caknun)       https://www.youtube.com/watch?v=iYD006AlE6g&t=13s
MIo4tGN11j0,"Inilah yang disebut Soekarno. ""Beri aku 10 pemuda, niscaya akan ku guncang dunia"" pemuda yang seperti ustad Felix dan bang Raymon. Bukan pemuda wkil Konoha. Ancur klo ada 10 pemuda kaya wkil mah😅"
MIo4tGN11j0,"Coba bareng Ust Felix siauw bahas fokus satu tema tentang ""BEBAN PERADABAN"", Sepertinya ini akan seru kalau yang bahas Elu bang Raymond"
MIo4tGN11j0,"MashAllah tema yang bagus, nambah ilmu pengetahuan, tetap semangat di jalur kebaikan untuk agama dan perubahan 🤲 Aamiin Yaa Rabb"
MIo4tGN11j0,"aku cinta n bangga jadi indonesia katna tanahnya, tapi aku pilih kerja di malaysia karna pemerintah negaraku bobrok."
MIo4tGN11j0,"alhamdulillah ust, sejak akhir 2023, aku sudah kabur ke Jepang 😂 setidaknya bisa bantu keluarga di Indonesia, tidak jadi beban keluarga lagi ❤"
MIo4tGN11j0,Finally 2 sosok yg aku suka kumpul ❤❤❤❤
MIo4tGN11j0,Selalu d barisan ust. Felix siaw☝️☝️
MIo4tGN11j0,Ak s7 kalau pak Prabowo kabur lagi aja seperti dulu
MIo4tGN11j0,Yang bicara tentang keadilan dari pilpres sampai sekarang dengar dari pak Anies Baswedan
MIo4tGN11j0,Selama ajaran Yahudi Syi'ah rofidah berkembang d.negeri ini....jgn harap ada perkembangan d.nwgwri ini ....... Wallahu a'lam......sejarah sdh mencatat ......
MIo4tGN11j0,"Betul beda antara ""tidak bisa"" dan ""tidak mau""... semua ada kepentingan, jadinya tidak bisa apa2... Mungkin niatnya baik tapi belum tentu caranya benar, intinya ""jangan merasa benar dijalan yang sesat""..."
MIo4tGN11j0,"Menurutku, rata2 pendapatan masyarakat dibawah 70 juta, dengan semua fasilitas yang hampir ditanggung sendiri. Dan tidak adanya keterbukaan atas detail pendapatan negara dan pengeluaran negara kepada masyarakat. Dan banyak sekali hukum yang benar2 rancu sehingga banyak sekali korupsi yang diperingan masa hukuman dan pencuri kayu yang sangat diperberat. Maka dari itu, sikap apatis dari masyarakat mulai muncul ya karena masyarakat tidak mengenal pemerintahannya. Jadi jangan bahas nasionalis dulu, tapi bagaimana cara menginfluence pemerintah ke masyarakat."
MIo4tGN11j0,Dalem ini dalem. Muantap. Mengasah ke kritisan
MIo4tGN11j0,"Andai ada 1000 Ustad Felix + Raymond. Diskusi Agama di level up dari sekedar ""ritual"" ke actual. ❤"
MIo4tGN11j0,"Pemerintah dahulu sebelum ini , seperti akar mati berbuah lebat dan Sangat transparan"
MIo4tGN11j0,"Bang, bahas tentang danantara dong"
MIo4tGN11j0,Dialog cerdas yg membangkitkan optimisme berbuat yg terbaik utk negara
MIo4tGN11j0,KORUPSI ADALAH BUDAYA INDONESIA!!...👏👏👏
MIo4tGN11j0,"Singkat saja , Hidup ini yaa harus bayar ,,,,"
MIo4tGN11j0,Temuin mereka berdua trs.... Pemikiran krtis yg pmbhsny seru dan bermanfaat
MIo4tGN11j0,Bahasa mereka berdua daging semua❤
MIo4tGN11j0,"Bersama kita kuat, Bhinneka Tunggal Ika. Kekayaan Indonesia bukan hanya SDA tp juga Bhinneka Tunggal Ika. Kita lahir diatas perjuangan yg darah pejuang meresap bersatu dg tanah diatas kita berdiri & Allah tidak akan terima jika tanah yg banyak disujudi itu sampai terganggu."
MIo4tGN11j0,"Setuju banget sama ust felix. Ust Felix memilih bertahan tapi dengan syarat harus ada yg koordinir.   Kenapa sih tokoh² yg terpandang dengan memiliki prinsip yg bertolak belakang sama Pemerintahan saat ini, Gak Bersatu aja gitu??  Seperti Anis, Rocky Gerung, Ust Felix, Bang Reymond dan masih banyak banget lainnya. Kenapa mereka² ga bersatu buat koordinir kita semua yang merasa udah RISIH dengan keadaan skrg."
MIo4tGN11j0,Bismillah semoga di beri kemudahan untuk kebaikan
MIo4tGN11j0,"semua dari kita masing2. video diatas adalah motivasi buat kita tetap berani dan semangat. ingat kita punya Allah. sehebat apasih manusia, sehebat apasih fir’aun. ya, kita bukan se alim nabi musa Alaihi Salam. tapi kita umat Rasullullah yang pasti dijamin kebenarannya. kita punya senjata paling hebat dari apapun. mungkin bang felix sma bro raymond tidak ngasih tau apa senjata itu. tapi percayalah, DO’A adalah senjata terkuat kita."
MIo4tGN11j0,"Bang Raymond bukan mesin propaganda, tapi dia anak muda yg peduli bangsa❤"
MIo4tGN11j0,"Saya mencintai negara ini, tapi lihat kondisi makin hari makin parah, saya harus berpikir dan suara tentang rezim ini. cuman saya bingung ustadz apa yg harus kita lakukan selain bersuara, pemerintah tdk mau mendengar aspirasi kita. “NDASMU” adalah feedback pemerintah dari kritik rakyat"
MIo4tGN11j0,Sila 5 Pancasila semakin dipertanyakan
MIo4tGN11j0,Ternyata makan ga makan kumpul udah ga relevan di zaman ini
QE-L40X-DYg,Kabur ke luar negeri ya silahkan. Subsidi pasti berkurang kan.
QE-L40X-DYg,"Di sana tempat lahir beta , di buai di besarkan bunda , temapt berlindung di hari tua aaaaa"
QE-L40X-DYg,This is a good content what I see. We must always do our best for a kindness of our self.
QE-L40X-DYg,"Bukan suruh kamu meninggal NKRI,Bukan diindonesia nggak bisa makankan,tapi keluar negeri nambah pengalaman😁"
QE-L40X-DYg,"Kabur aja dulu ke Kamboja, myanmar, laos nangis lo"
