Video_ID,Teks_Komentar,sentiment
MIo4tGN11j0,lebih enak obrolan ini daripada rapat pemerintah,Netral
MIo4tGN11j0,keren kohhh!!! Panjang umur perjuangan.. jangan capek untuk memintarkan generasi muda,Positif
MIo4tGN11j0,"isinya fakta semuaaaa hahahahhaaa, klop banget ustadz felix sama ko raymon! pliss terus collab, dan jangan lelah mencerdaskan ummat ya. baarakallahu fii kunna",Positif
MIo4tGN11j0,"Kita itu sebenernya blum siap untuk mengikuti perubahan jaman, dulu musimnya bekerja di PT atau kantoran sekarang kita, mau ga mau harus jadi pedagang atau pengusaha sendiri  dan klau Masi ingin kerja sama  orang menurut ku solusi nya luar negeri 😔",Netral
MIo4tGN11j0,"Kita yang UMKM usaha sendiri,pun makin dipersulit",Positif
MIo4tGN11j0,"Prabowo juga kabur ke Yordania, balik lagi ke Indo setelah diajak Megawati comeback ke politik Indonesia. DODOL banget kan...?? itu ada contoh nya Presiden-nya sendiri",Positif
MIo4tGN11j0,"setiap Peradaban memiliki ""Beban""",Netral
MIo4tGN11j0,tahun ini liat konten2 di socmed indonesia kaya :   - rakyat punya shm dan taat bayar pajak tapi kebun tanah dan rumah di rebut paksa - anak2 sma ga bisa perkalian tapi di lulusin karena ga boleh ada yang tinggal kelas - budget kesehatan dan pendidikan dipotong - deforestasi gede2an - pajak dinaekin - banyak phk - susah dapet kerja - investor pada menarik diri - anak2 yang pada ga lolos jalur bakat gara2 anak2 titipan  apaaa lagi ini semua Ya Tuhan baru aja awal2 tahun udh berasa desember aja aku yg asalnya pengen tetep di indonesia sampe tua mulai mikir kalo tinggal disini lebih lama kayanya g bakal ada harapan 😢,Positif
MIo4tGN11j0,"Tau nggak tagar kabur aja dulu,by desaign,selain buat pengalihan isyu,test ombak,dan kalo beneran pada ber bondong2 keluar negri semakin mudah oligarki menguasai indonesia",Positif
MIo4tGN11j0,"keluar Indonesia yg sbnernya buat pribadi diri sndiri ga ngerugiin org ga nasionalis lebih ga nasionalis mana sama korupsi yg makan kesejahteraan bangsa ini menyangkut bnyak org?, smpe bangsa yg sebesar ini susah maju?😢",Positif
MIo4tGN11j0,kabur aja dulu= hijrah= mecari penghidupan layak= dapat diterima kabur aja dulu= pindah warga negara= cemen loe hidup mati darah ini untuk tanah air ini= terlalu indah untuk dilupakan ataupun dihianati,Netral
MIo4tGN11j0,kabur saja biar tenang indonesia.....tdk buat gaduh,Positif
MIo4tGN11j0,Keluar negeri kerja trus kumpulkan buat beli lahan sawit. Kayak kk ane yg di turki. Semoga tercapai dan sehat terus yh,Netral
MIo4tGN11j0,"Menit ke 10:25 persis banget apa yg pak Anis Baswedan bilang, dan saya setuju",Netral
MIo4tGN11j0,"W ada di posisi pengen kabur tapi udah ngak bisa karena udah nikah, udah punya anak, dan udah 35 tahin😢😢😢 sesedih itu kadang",Positif
MIo4tGN11j0,"Pengen keluar dari Konoha tapi gabisa bahasa asing, tapi gatahan sama kebijakan dan kaum elit yang  gabisa disentuh hukum wkwk 🤣 kalo kena sentuh asal berkelakuan baik dapet remisi penahanan ihiwww",Positif
MIo4tGN11j0,Lha yang bikin ..amburadul ya mentalnya  mau kabur...itu. Wong peraturannya dah ada kok,Negatif
MIo4tGN11j0,"ga tau lagi cara ngungkapin kekecewaan masyarakat terhadap pemerintah, intinya sekarang jijik",Positif
MIo4tGN11j0,Kabur aja berdua lu cocok ke Yaman atau Turki boleh trus ngoceh dah di sana wkwkwkw coba gimana mau liat..,Negatif
MIo4tGN11j0,Betul.waktunya Raymond yg koordinir  terutama yg mau kabur tp g bisa krna keterbatasan 👍,Positif
MIo4tGN11j0,"Tki atau tkw termasuk kabur aja dulu gak si..?  Secara merekaa kluar dri indonesia dlm waktu yg cukup lama,, klo iya termasuk berrti fenomena ini sudah terjadi sejak jaman dulu,,  Dan apakah nabi mohamad ketika melakukan hijrah apakah itu visa di sebut kabur aja dulu..?",Netral
MIo4tGN11j0,"negara sedang ngga sehat, sehingga orang yang berbeda kepercayaan bisa punya satu common enemy. keren banget",Positif
MIo4tGN11j0,"saya setuju pendapat ustad felix ,, tpi menurutku ustad felix ini lbh baik dakwah aja,jangan digabungkan dgn politik. karena dakwahnya ustad felix bisa bikin orang semangat dan mau berpikir maju. kalo sdh bicara ranah politik dll,takutnya kepancing dgn info2 yg kurang jelas.",Netral
MIo4tGN11j0,Kepastian hukum yg ga jelas di negara ini.,Positif
MIo4tGN11j0,"Betul men, negara ini keadilan sangat kureng, mending bagi bagi aja wilayahnya",Positif
MIo4tGN11j0,"Aku pernah dimaki Seseorang thn lalu ketika Komen soal Org2 yg pindah ke LN, jauh sblm skrg viral PINDAH AJA DULU. Aku disitu Komen iya Aku jg dah mau pindah ke Eropa ikut suami, disitu ada Seseorang blg Aku ga nasionalis. Aku rasa Org tsb adalah Org yg sama yg ngmg Soal kehilangan nasionalisme saat ini...😂😂😂😂",Netral
MIo4tGN11j0,"Survey abal2..  Kalau pemerintah mabuk dengan survey, maka tidak perlu kerja. Cukup bayar survey dan media untuk menggiring opini publik. Biar keliatan masyarakat puas dengan kerja pemerintah 😅",Positif
MIo4tGN11j0,"Aku se7 dgn pendapat ustad felix tentang dikembalikan nya keadilan terlebih dahulu. Kenapa? Saya udah tinggal di Swiss +-5 tahunan, pajak tinggi 40-50%, cost living paling tinggi di dunia yg di mana kalo itu dilakuin di negara yg salah (trust me) 80% penduduknya adalah masyarakat miskin, jobless, dll. Nah, kalo ditanya enak tinggal di mana Swiss atau Indonesia aku bakal jawab dengan lantang ""Indonesia"", why? Jangan tanya kenapa terlalu banyak faktor yg bikin aku ga bisa lepas dari Indonesia. Tetapi kalo aku kembali ke Indonesia dan meninggalkan apa yg sudah saya miliki di Swiss, apakah Indonesia akan menjamin kesejahteraan saya seperti di Swiss? Saya ga peduli income saya lebih sedikit  asalkan uang saya digunakan dengan baik, seperti pendidikan, kesehatan, pemerataan bangunan, jalan-jalan, dll. Temen"" saya yang di Swiss dan di negara Eropa lainnya 80% berpikiran sama seperti saya, kami rela meninggalkan income puluhan bahkan ada yg sampai ratusan juta per bulan demi balik ke Indonesia tapi Indonesia bisa menjamin apa terhadap keluarga kami nanti?",Negatif
MIo4tGN11j0,"Ga ikhlas aja bang, kalau bayar pajak tinggi ,hasilnya yang diterima rakyat  tdk seperti diharapkan,  fasilitas umum semrawut ,amburadul.",Positif
MIo4tGN11j0,"Inspiring. This is exactly my mindset setelah kerja dijepang selama 3 tahun. Rasa rindu tanah air tidak pernah hilang dan sekarang berniat kontribusi untuk negara tercintaku dengan apa yang sudah saya dapat (skills). Kabur aja dulu but Dream bigger, contribute to your community where you were born and raised.",Negatif
MIo4tGN11j0,"Semua pembahasan ini hanya akan jadi omong kosong semata ketika penguasa  di ngeri ini tdk memberikan respon ataupun tindakan secara kolektif dalam artian tindakan yg nyata terhadap masalah yg terjadi di negara kita. Karena diskusi seperti ini termasuk dalam bagian demonstrasi juga, walaupun tdk melakukan tindakan anarkis.",Netral
MIo4tGN11j0,"Pengalaman pahit di indonesia kerja gempor gempor, bekerja utk mendaki karir dan skill, cm dipatahkan dengan komen ibu2 org lama (dan masuk krn org dalem) dikantor ""cina putih tinggal ngangk4ng jg cepet lah naik posisi"", tepat pas aku naik kedudukan. The next thing i know, i vowed to escape indonesia, and here i am. Pas sampe di LN kaget, tabungan krja 5 tahun (bukan sandwich gen), itu lebih rendah drpd gaji sebulan di LN. Itupun aku masuk dgn gaji setara freshgrad lebih dkit. Mantap. Pulang pergi kerja sama2 naik bus ke kantor, di indo buset udah umpek2an bau, digodain orang, kecopetan, macet ga sampe2. Disini kerjanya serius gaji nya becanda. Lagi demo besar2an dipaksa ngantor, cwe muka chinese disuruh nerjang orang demo apa gak bahaya? Kantor ga mau tau. AKu jawab ke hrd, kalo aku dijalan mati diculik ato lain2, selain ""turut berduka cita"" ibu bisa kasih apa ke keluarga saya? MINGKEM!!!",Positif
MIo4tGN11j0,"K Ray, saya siap kabur aja dulu tapi tidak tahu bagaimana caranya",Positif
MIo4tGN11j0,Kabur saja dulu merupakan propaganda politik oleh pemerintah lebih tepat nya perbudakan yang di lakukan pemerintah untuk devisa negara bayangkan ke untungan negara untuk memperkuat rupiah ada 9 juta pmi kalau tiap bulan kirim 1 juta ke indo berarti 12 juta tiap tahun kalikan 9 juta x 12 juta berapa ratus triliun devisa negara,Negatif
MIo4tGN11j0,"Kli ini ustad felix ga bener² mewakili pikiran org indonedia, boro² bolak balik keluar negri, nyari kerja aja susah, mau usaha ga ada permodalan, intinya nyari kerja dipersulit hidup makin sulit, kali ini ustadz felix ga relate sm yg dirasain org",Negatif
MIo4tGN11j0,Yg tdk balik di luar negeri banyak banget,Netral
MIo4tGN11j0,Betul banget koh felix. Ingin misuh krn saya gak mapu ke luar negeri. Merasa gak nyaman hidup di negeri sendiri,Positif
MIo4tGN11j0,"Menarik yang Ustd Felix bilang, jujur gua saat ini dalam posisi netral dan gua juga baca banyak perkembangan Indonesia saat ini dan beberapa negara di Luar, saat ini gua masih belum menentukan pilihan untuk berada dipihak mana tapi secara hati nurani says Indonesia  must be saved and there must be big changes to be free from the shackles of people who have no sense of justice",Netral
MIo4tGN11j0,"hijrah itu beda dengan kabur ya, kalo saya lebih milih pingin hijrah ke luar negeri cari kehidupan yg lebih makmur. dan akan kembali ke indo untuk memakmurkannya 😀",Positif
MIo4tGN11j0,Dikatain gak nasionalis sama org yg gak bisa berbuat lebih banyak daripada kontribusi gw utk negara. Kalo yth gak terima boleh tukeran posisi dulu selama 2 tahun pak.,Negatif
MIo4tGN11j0,"Jamin dulu kebutuhan rakyatnya, sejahterakan rakyat nya, bela warga negaranya jika seluruhnya sudah terpenuhi Silahkan negara tekan rakyat dan tegakkan hukum dengan se keji² nya. #Ayihijrah",Positif
MIo4tGN11j0,Smoga situasi ini tidak sengaja diciptakan agar Indonesia berkurang penduduknya agar nanti diisi WNA yg dah lama incar Indonesia yg super kaya Baiknya Orang2 Baik dan Cerdas seperti Ustadz Felix dan bang Ray merangkul orang2 baik lainnya tuk ciptakan lapangan kerja dan sekolah2 yg bisa memberi kontribusi dan solusi buat hadapi pimpinan yg dzolim ini Berilah edukasi berupa dalil2 agama agar rakyat bijak menyikapi kehidupan yg sulit ini dan edukasi keterampilan ilmu agar rakyat bisa mengatasi kesulitan dlm pekerjaan/mencari nafkah,Netral
MIo4tGN11j0,"Saya tinggal di Canada for more than 15 years, pengen banget pindah ke Indonesia pd usia 50 th, tapi skrg niat pulang tiba2 memudar, terlalu banyak hal yang membuat aku akhirnya bertahan di luar meskipun kangenku banyak sekali untuk Indonesia 🇮🇩   #getwellsoonindonesia",Negatif
MIo4tGN11j0,D katain Ga nasionalis sm yg org yg dgaji ama rakyat.,Positif
MIo4tGN11j0,"Org2 indonesia sering paling susah diatur...spt trotoar , itu sdh penuh dgnnpedagang kaki lima shg hak pejalan kaki dirampas....selain itu petugasnya jg mood2an utk mengaturnya..selain itu , susah bgt diajarun utk buang sampah pd tmonya...dan byk lg permasalahan,npdhl kl keluar negri bs nurut sm aturan...ini sdh jd lingkaran setan...kl masy dan pemerintah  serta instansi2 lainnya dpt bekerjasama dan sadar akan aturan, indonesia bs maju...belum juga dgn tradisi korupsi yg dari jabatan rendah smp yg tgg....entahlah",Negatif
MIo4tGN11j0,"yang dibilang Ustad Felix Benar ""KEADILAN!"", orang kerja di Indonesia sering Overtime, sabtu minggu masih kerja, gak dibayar untuk itu, itu KEADILAN, kita kerja, gaji buat bayar pajak, pajak tinggi, tapi jalan rusak, bayar pungli, transportasi gak nyaman, itu KEADILAN, kerja, gaji buat bayar BPJS, pas ngurus banyak yang ngeluh karena dipersulit, itu KEADILAN, Quality Of Life bakal berjalan dengan baik jika sistem keadilan Negara berjalan dengan seadil adilnya, ""KEADILAN BAGI SELURUH RAKYAT INDONESIA"".",Positif
MIo4tGN11j0,negara gagal menyediakan sila² di pancasila kepada rakyatnya🙏,Positif
MIo4tGN11j0,Yg mau kabur itu org yg gak puas,Negatif
MIo4tGN11j0,"Banyak anak para pejabat malah sekolah di luar negeri,malah ngata2in yang jadi TKI ga nasionalis..tulul😂😂",Positif
MIo4tGN11j0,"bisa ga sih seandainya bang raymon bikin agency kaburajadulu, jd perusahaannya bantuin warga Indonesia yg ingin pindah ke luar negeri dan di koordinir tinggal dimana/disalurkan mata pencahariannya bedasarkan bidang masing2😀😀✌️",Positif
MIo4tGN11j0,"Kesian aku tgk rakyat Indonesia...Dipilih Prabo utk perubahan negara,tetapi makin terok... Dana pendidikan Dan kesihatan dipotong... Padahal 2 aspek ni la paling penting... Korup terlalu banyak....",Negatif
MIo4tGN11j0,😅😅😅 Mister J DAN MISTER PS ITU ORANG YG INGIN MENGHANCURKAN KONOHA.  ITU NYATA.  GILA SIH NEGARA INI DI PIMPIN JOKO DAN DI TERUSKAN OMON OMON. LUCU NEGERI INI. MASYARAKAT YG HARUS NEKAT. KALO GAK NEKAT MEREKA YG AKAN NEKAT KE MASYARAKAT.,Positif
MIo4tGN11j0,"aku dikasih tau oleh kenalan ku Orang2 native Chinese,,""ribuan-jutaan warga Chinese pada kerja di Seluruh Dunia, mencari uang sebanyaknya untuk dikirim ke negerinya berupa investasi bisnis, membangun bisnis,,,justru mereka para perantau sangat mencintai Negerinya"" but kalau WNI yg jadi TKI/TKW...baru sebatas cari uang untuk makan keluarganya di desa, bangun rumah yg layak dan biaya sekolah Anak2nya""",Netral
MIo4tGN11j0,"Bang Raymond Chin, mohon ijin berpendapat.. saya ada baca berita / nonton media ttg demo mahasiswa ""Indonesia Gelap"" yg dituding sbgai ""mahasewa"" Dan anehnya, banyak dr komen tsb yg mengalihkan ke soal ""kok ga demo ttg UU Perampasan Aset"" Ini SANGAT MIRIP dgn kondisi saat demo Pilkada tahun lalu (ingat kan bang).  Ada lg channel yg komen2ny nyindir mahasiswa krna demo UKT naik, padahal kan demo mahasiswa ""Indonesia Gelap"" itu bukan hanya ttg UKT, tp keseluruhan ada macam2 (kalau tidak salah ada berbagai tuntutan utk pemerintahan) misal ketidakadilan, evaluasi MBG, hingga reformasi kepolisian. Intinya.. dan ga sedikit jg ""oknum netizen"" yg berbalik seolah ""menyerang"" mahasiswa dan ""mendukung"" pemerintah (bisa dibilang mirip2 Bu_ _ _ r lah bang).  Intinya, hal-hal itu adalah keresahan saya saat ini setelah lihat berita berbagai channel youtube dan media lain 😢  Makasih sblmnya 🙏",Negatif
MIo4tGN11j0,Faktanya negara d jajah koruptor...pengadilan membunuh rakyat kecil..invastor asing kabur..gabung Brics tujuan auto maju..mlh terjebak politik china...utang negara menumpuk..pemerintah gagal gagal total..mlh menetupi dgn cerita2 hebat mendunia...indonesia gelap menuju gelita....,Positif
MIo4tGN11j0,"Secara pribadi, sy mendukung, orng Indo ke luar negri untuk bekerja. Sebagai peneliti, tenaga ahli apapun, pedagang, pendidik, militer, dll. sedapat mungkin jng mnjd pembantu ya. Dengan keluar, mereka kirim uang ke ind. mereka yg keluarnegri, menjadi sumber devisa negara. rupiah nilainya menjadi naik. Beban negara berkurang (beban kesehatan, beban beasiswa, beban pendidikan dasar, dll). Jika dikatakan orng pandai akan lbh berguna memajukan negara, itu bulsyit. Kenyataannya, orng orng pandai nilainya rendah. dibayar rendah oleh negara. Pembuat kebijakan tdk sesuai keahliannya. orng orng kreatif tdk dihargai. pembuat penyembuh kanker tdk divasilitasi negara, pembuat mobil listrik tdk difasilitasi negara, pembaut motor dengan tenaga air tdk difasilitasi negara. Negara sibuk menggagalkan mereka. Jika punya kemampuan kerja di luar negri... Pergilah",Positif
MIo4tGN11j0,"Sayangnya di masyarakat skrng baik yang muda dan yang tua ga ada yang bener² mau melek tentang politik dan kelangsungan hidup bernegara,",Negatif
MIo4tGN11j0,"Pembahasan yg amat sangat ber daging nih,  bikin jadi melek politik..   ditunggu di edisi Ramadhan ..",Netral
MIo4tGN11j0,Gw jga pengen kabur bang 😂,Positif
MIo4tGN11j0,"Terkadang kita melihat negara komunis itu negara kejam tetapi negara komunis bisa membuat rakyat nya hebat, maju dan sejahtera.  Kenapa negara kita sendiri yang membuat keadilan yang tidak ada di negara ini. Rakyat terlantar sulit mencari kehidupan. Mungkin karena agama rakyat menjadi kuat menjalani hidup..",Netral
MIo4tGN11j0,"Alquran surat Al baqarah ayat 2- 5 Orang Beriman, Ayat 6 - 7 Orang kafir, Ayat 8 - 24 Orang munafiq. Orang yang tengah itu lebih banyak dari orang yang kiri atau di kanan. jika yang menang itu orang yang dikanan maka kekananlah semua orang Tengah itu, begitu juga sebaliknya Jika yang Menang itu Orang yang di Kiri maka semua yang ditengah itu akan Berpindah ke Kiri.",Netral
MIo4tGN11j0,"😊 pengetahuan situasi NKRI memang sangat tidak sehat, tata kelola resources, tidak ada kuota tanah HGB/SHM ( mereka kapitalisme mengendalikan teritorial ).  Dari 118 unsur table periodik kimia, Indonesia sangatlah kaya Sumber Daya. Kontrol keuntungan sumber daya tidak memakmurkan seluruh masyrakat, yg dimakmurkan para penyamun sumber daya.   Daratan Indonesia 1,811,569 Sq Km, total populasi 281 Juta Jiwa. Sangat disayangkan kerusakan Lingkungan dalam rekaman Google earth, tidak sebanding dengan keuntungan exploitasi tambang.  Tampak Daratan Kalimantan Rusak, Sumatera Rusak, Halmahera, bahkan deforestasi papua sangat memprihatinkan. Kepemimpinan hanya jadi rebutan tata kelola kekayaan ( All Resources ) NKRI, mereka yang merampok mudah melarikan diri dan merubah kewarganegaraan. Anda punya Uang dan Kuasa, administrasi dan koneksi mudah diurus di negri Indonesia. 😊  Masyarakat minim pendidikan tidak akan pernah peduli negeri ini, sebab mereka sengaja dipelihara agar terus-terus bodoh untuk tidak mengetahui bahwa NKRI adalah negara terkaya di Dunia dengan segala macam sumber daya. 😅",Positif
MIo4tGN11j0,Kabur aja dlu itu adalah kerja aja dlu di luar negeri setelah ada modal balik lagi ke Indonesia membuka usaha dan membuka lapangan pekerjaan,Positif
MIo4tGN11j0,"Percayalah kalau sertifikat tanah di digitalisasi, rakyat akan perang dengan negara",Positif
MIo4tGN11j0,Orang yg gak ada opsi buat KABUR AJA.yg hanya punya penghasilan hanya untuk makan sehari-hari ☝☝☝,Netral
MIo4tGN11j0,"Narasi narasi yg viral sekali adalah gambaran kegelisahan Generasi muda yg ingin merubah nasibnya, ketika Negaranya tidak bisa memberi jawaban , maka mereka bersikap  dinamis,....",Positif
MIo4tGN11j0,soal kabur saja dulu daya sejak lulusan SMP tidak sekolah lagi sudah kabur dari indonesia.cari kerja di luar negri.so kata kata kabur aja dulu saat ini lagi boming.hanya sebuah isu untuk mengganggu pemerintah bekerja.di tambah lagi demo maha siswa menurut saya sangat tidak jelas.yaah saya anggap sampah.pakaian seragama anak pendidikan.tapi otak nya kosong.dan saya tegaskan lagi saya sangat mendukung progaram pemimpianan pa parabowo.jelas membrantas korupsi makan bergisi program hilirisasi industrial.sumberdaya alam.prlarangan exsport bahan mentah.progam raksasa danantara.bahkan mengalahkan malaysia dana yang di kumpulkan nanti.itu kan progam.sangat bagus.nah pertanyaan saya kemarin ada hakim memfonis hukuman ringan.ko ga ada demo.pemerintah berencana menyita aset korupsi tapi di persulit dpr.ko ga ada demo.progam penghematan dana pemangkasan dana sudah jelas merugikan masarakat ko malah di demo.kan sudah di jelaskan.sama.pemerintah yang di pangkas itu uang seharusnya hanya membutuhkan dana efesien tidak perlu habur hamburkan uwang tidak jelas.kan.sudah jelas progam prabowo.ko.di demo.kan.aneh so saya memperkirakan jika pemerintah mengganggu kepentingan asing di negara indonesia bakal ada kerusuhan demo di mana mana karna.bobroknya moral bangsa indonesia mudah di suap nasi bungkus untuk membuat onar.siapa pun presiden nya sampai kiyamat.bakal ada huru hara kecuali masarakat sendiri membenahi diri moral nya.,Negatif
MIo4tGN11j0,Orang jika belum dilevel menjadi Penguasa.. akan selalu berusaha untuk mencari kebenaran untuk membenahi Negara sang Penguasa ini... Namun ketika sudah menjadi Level Penguasa... Kebenaran adalah Ucapan dan Tindakan dari Si Penguasa itu Sendiri..😅,Netral
MIo4tGN11j0,"Jangan kabur, nenek moyang dara pejuang negeri tercinta ini, mempertahakan dengan,  nyawa, darah, dan air mata, tetap di sini optimis kira sama2 membawa negeri ini jauh lebih adil, dan sejahterah merata, INGAT klo kalian kabur kalian telah meghianati hasil jerih payah para pejuang tanah air,  ketika anda kabur maka negeri ini di isi dengan para orang yg tidak mengerti, untuk apa negeri tercinta ini didirikan dari hasil penyatuan dari raja2, pulau2, suku2, dan ragam agama yg harmonis. Bgiru anda ramai2 kabur, dengan tidak langsung kamu telah menjadikan negeri ini terpecah pecah dan lemah, dan kalian telah meninggalkan saudra2 kalian yang lemah di kond yang sangat, tidak berkeadilan.",Negatif
MIo4tGN11j0,"Prabowo aja pernah ""kabur"" ke Yordania",Netral
MIo4tGN11j0,Hehehe kabur kabur tapi ingat indo cuma satu ga ada gantinya xari kemana pu  juga😅,Netral
MIo4tGN11j0,"satu kesimpulan dari saya, sampai kiamat pun indonesia gk akan pernah maju jika pemerintah dan masyarakat nya hanya mementingkan diri sendiri !",Negatif
MIo4tGN11j0,"Ga nasionalis ?? Di negara sendiri tidak aman, tidak ada lowongan pekerjaan untuk warga, tidak ada kerjaan yg layak, terlebih nanti prusahaan di perstujui memperkerjakan Robot.. Bayangkan udah banyak yg nganggur di tampah sistem memperkerjakan  Robot yg mau di adops. Mau semua rakyat ga kerja ? Gimana..  Pemerintahan ajah, memojokan Rakyat katanya Cinta Rakyat...",Positif
MIo4tGN11j0,"Scr halus, ust felix cuma menekankan kpd poin 'Negara itu udh ngapain aja kok bisa rakyatnya sendiri ndk punya choice'. Dan memang mslh keadilan itu sbnrnya jadi 'pangkal/root' dari quality of life. Krna quality of life itu bukan cuma ttg parameter nilai aja, tapi juga ttg akses2 untuk menuju parameter nilai kesejahteraan tersebut. Itu udh bener sih jawabannya. Krna faktanya, negara x misalnya, gk adil pada rakyatnya, akhirnya quality of life tidak sama.",Positif
MIo4tGN11j0,"Gw kebayang  Kalau orang pintar. Cerdas dan teliti pada cari atau pindah keluar negri karena tidak di hargai, di hormati dll ilmu pengetahuan nya yang bisa di manfaatkan buat bangun bangsa dan mensejahterakan rakyatnya negri ini       Dan terus negara ini di kuasai dan di jalankan atau di atur orang biasa"" saja yang merasa paling nasionalis, paling bisa, paling kuasa dll padahal mereka kemungkinan tidak biasa apa 😊😊😊😊         Apa karena ini kesalahan dari para ahli hukum negara dan hukum agama pada diam atau malah mengekor dan atau melindungi para oknum-oknum pejabat dan pengusaha yang gelap sehingga tuhan mencabut rasa keadilan, rasa kesejahteraan dan rasa"" lainya",Positif
MIo4tGN11j0,"Ini gara2 boikot2 produk israel dan kalo investor asing mau masuk di begal ormas MUI alasan logo Halal, pejabat negara ini mayoritas KKN, lebih baik menjadi negara nonis yang maju n sejahtera drpd negara islam melarat harus nyari uang malah kenegara nonis",Positif
MIo4tGN11j0,"Kalian pada ngomongin kaburajadulu trus2an, coba liat dong cerita bajindul vlog, Dan kbanyakan org yg berkarir diluar negeri pasti ampe tua disana ga akan balik",Netral
MIo4tGN11j0,harus kabur dulu. siapa tau nanti balik jadi pejabat😂,Positif
MIo4tGN11j0,"Negara kuuuu, kerjaan kuuu, support kuu, prestasi kuuu, smuanya down, padahal saya sangat nasionalis.",Positif
MIo4tGN11j0,Ass. Indonesia ini ibarat kita berdagang..modal usaha kita berhutang dan untung berdanggang kita  tidak ada  malah kita rugi dan modal usaha kita terkikis  habis ..jadi kita sdh mendekatti ke bangkrutan dan pihak yg menghutangi kita  sdh menagih modal yg di pinjamkannya untuk usaha  kita..jadi kita sekarang ini meratapi nasip menahan beban penderitaan ...itu istilahnya yg secara sederhana  mudah di fahami....you ok.thank you so much....,Netral
MIo4tGN11j0,hubungin gua ngab ...kalau butuh tempat sembunyi dari penjahat pemerintah ... gua siapin keamanan dan kenyamanan VVIP sampai kapanpun ...,Positif
MIo4tGN11j0,"Kayak Jepang jaman feodal, sebelum PD II. Mereka sempat menutup diri secara total dari asing, siapapun yang melanggar itu atau menunjukkan simpati sama orang asing bakal dicap pengkhianat atau tidak punya nasionalisme (walaupun ga ada yang nangkap ironi bahwa kebudayaan mereka sebagian besar datangnya dari China). Jaman itu ada beberapa negarawan yang paham kalau negara barat itu perkembangannya udah jauuuuuh lebih pesat dari mereka dan mereka sadar kalau Jepang anti asing sama juga anti kemajuan dan bakal sangat mudah dihancurkan. Para negarawan ini lalu mendukung para pengikut mereka untuk bergaul sama orang asing atau pergi ke luar untuk ""mencuri"" ilmu mereka baik dari segi medis maupun teknologi, nggak peduli meski dianggap pengkhianat sama saudara sebangsa. Singkat cerita dua kubu itu berperang dan yang menang jelas yg otaknya dipake dan tidak menutup diri dari ilmu pengetahuan. Terlepas dari keserakahan pemimpin mereka yg membuat mereka ikut2an di PD II ya, tapi intinya sekarang orang-orang yang dulu dicap ""pengkhianat negara"" justru di pelajaran sejarah mereka sekarang dianggap sebagai pahlawan yang membawa kemajuan Jepang sampai bisa seperti sekarang.",Positif
MIo4tGN11j0,Saya setuju dg pendspst koko felik shio,Positif
MIo4tGN11j0,Fix.pantesan bujangku ga mau kuliah di sini...paruh 2024 lalu dah kabur ke LN😅,Positif
MIo4tGN11j0,"Suami lu selingkuh, ga nafkahin, morotin harta ortu lu, kdrt Giliran lu mau kabur Dia komen ""lu bukan istri yang baek""  Ya gitu deh",Negatif
MIo4tGN11j0,Kamu bisa mencintai negaramu tanpa harus menyukai pemerintah,Netral
MIo4tGN11j0,"Nasionalisme akan tumbuh sendiri jika rakyat merasa Aman, Adil & Sejahtera... Krn musuh kita adalah saudara kita sendiri yg tidak berakhlak ( Korupsi, Rasisme / SARA, Manipulatif, Anarkis, Devide De Empira & Anti Nasionalisme ) .... bukan bangsa Asing atau Aseng ... Kl Nasionalisme bangsa kita tinggi, kita tdk bs dibeli oleh siapapun !!!",Positif
MIo4tGN11j0,"Kalau cinta orang yang lagi sakit apa kita malah kabur atau coba bantu sembuhkan? Kalau beneran cinta negara yang sakit, apa kabur bisa sembuhkan negara kita?",Negatif
MIo4tGN11j0,"Bagi yang memilih ""kabur aja dulu"": Manfaatkan peluang di luar negeri untuk belajar dan berkembang. Jangan lupa untuk tetap terhubung dengan Indonesia dan mencari cara untuk berkontribusi, meski dari jauh.    Bagi yang memilih ""misuh aja dulu"": Teruslah mengkritik dan memperjuangkan perubahan, tetapi juga fokus pada solusi dan aksi nyata. Bangun jaringan dan kolaborasi untuk menciptakan dampak positif.",Netral
MIo4tGN11j0,Aku jadi guru paud (TK dan KB) SDH 18tahun dapat tunjangan/ bayaran dari pemerintah 150rb/BLN...ilmu yg diberikan pada pendidikan paud yi ilmu pondasi..,Netral
MIo4tGN11j0,Kepercayaan itu sulit di bangun bila ke tidak jujur an alias hobi nge prenk di miliki oleh pejabat2 terutama eksekutip kehakiman dan kepolisian..,Negatif
MIo4tGN11j0,Gw dlu sering nonton dady combuzer yg dlu sering kritik pemerintahan skrg ketika di ksh jabatan dia ga pernah bahas lgi tentang pemerintah😆😆 pemerintah pintar membangun opini😁😁,Positif
MIo4tGN11j0,"Efek semua negara hancur karena ulah globalis, dan presiden yang dipilih pun besert para pejabatnya harus disetujui ameriki, kalau ameriki ga setuju maka akan secepatnya digoyang, silahkan lihat buktinya ke Pak Soeharto, Habibie dan sekarang bisa jadi Prabowo klo dia benar ketika membela rakyat !   Coba DEH bahas JUGA lebih dalam atas segala kerusakan dan planning apa yang sudah dilakukan globalis sejak lama, sejak negara ini belum merdeka ?   #lawanglobalis #sadarajadulu",Positif
MIo4tGN11j0,"Aku dah bilang ke anak ku yang SMA, persiapkan diri kamu utk kerja d luar negeri nanti.  Kira2 aku bakal d cap apa nih ama pak menteri😅",Positif
