Video_ID,Teks_Komentar,text_normalized_temp
MIo4tGN11j0,"SURVEY TIPU-TIPU, NGGAK PERLU DIBAHAS, HANYA PEMBODOHAN DAN PENGHANCURAN PEMIKIRAN WARAS","survey tipu-tipu, tidak perlu dibahas, hanya pembodohan dan penghancuran pemikiran waras"
MIo4tGN11j0,Kabur aja dulu sebenarnya udah dari lama.. Suamiku kabur ke luar negeri dah dari dulu😂.. Emang enak banget hidup di luar negeri itu.. Ini siap² lagi kabur😅,kabur saja dulu sebenarnya sudah dari lama.. suamiku kabur ke luar negeri sudah dari dulu😂.. emang enak banget hidup di luar negeri itu.. ini siap² lagi kabur😅
MIo4tGN11j0,"Aku lulus SMU langsung kabur ke HK.Alhamdulillah bertemu sama orang2 yang baik dan disini walaupun sebagai asisten tetap dihargai dan diberikan hak2nya.Yach walaupun tidak  kaya paling tidak bisa untuk mencukupi kebutuhan orang rumah diIndonesia....bagiku sudah cukup dan aku menikmati prosesnya😊Aku tetap cinta Indonesia meskipun kabur bukan berarti benci,namun untuk meringankan beban hidup keluarga.Dan secara tidak sadar aku  termasuk pahlawan devisa.Semangat dech diriku...yg mau nyusul boleh😂🎉","aku lulus smu langsung kabur ke hk.alhamdulillah bertemu sama orang2 yang baik dan disini walaupun sebagai asisten tetap dihargai dan diberikan hak2nya.yach walaupun tidak kaya paling tidak bisa untuk mencukupi kebutuhan orang rumah diindonesia....bagiku sudah cukup dan aku menikmati prosesnya😊aku tetap cinta indonesia meskipun kabur bukan berarti benci,namun untuk meringankan beban hidup keluarga.dan secara tidak sadar aku termasuk pahlawan devisa.semangat dech diriku...yg mau nyusul boleh😂🎉"
MIo4tGN11j0,Kalo kabur aja dulu dimasukin kedalam program TKI.mungkin pemerintah akan mendukung karena ada keuntungan balik😁,kalau kabur saja dulu dimasukin kedalam program tki.mungkin pemerintah akan mendukung karena ada keuntungan balik😁
MIo4tGN11j0,"Inilah yang disebut Soekarno. ""Beri aku 10 pemuda, niscaya akan ku guncang dunia"" pemuda yang seperti ustad Felix dan bang Raymon. Bukan pemuda wkil Konoha. Ancur klo ada 10 pemuda kaya wkil mah😅","inilah yang disebut soekarno. ""beri aku 10 pemuda, niscaya akan aku guncang dunia"" pemuda yang seperti ustad felix dan bang raymon. bukan pemuda wakil konoha. ancur kalau ada 10 pemuda kaya wakil mah😅"
MIo4tGN11j0,"Coba bareng Ust Felix siauw bahas fokus satu tema tentang ""BEBAN PERADABAN"", Sepertinya ini akan seru kalau yang bahas Elu bang Raymond","coba bareng ust felix siauw bahas fokus satu tema tentang ""beban peradaban"", sepertinya ini akan seru kalau yang bahas elu bang raymond"
MIo4tGN11j0,"aku cinta n bangga jadi indonesia katna tanahnya, tapi aku pilih kerja di malaysia karna pemerintah negaraku bobrok.","aku cinta n bangga jadi indonesia katna tanahnya, tapi aku pilih kerja di malaysia karena pemerintah negaraku bobrok."
MIo4tGN11j0,"alhamdulillah ust, sejak akhir 2023, aku sudah kabur ke Jepang 😂 setidaknya bisa bantu keluarga di Indonesia, tidak jadi beban keluarga lagi ❤","alhamdulillah ust, sejak akhir 2023, aku sudah kabur ke jepang 😂 setidaknya bisa bantu keluarga di indonesia, tidak jadi beban keluarga lagi ❤"
MIo4tGN11j0,Ak s7 kalau pak Prabowo kabur lagi aja seperti dulu,aku s7 kalau pak prabowo kabur lagi saja seperti dulu
MIo4tGN11j0,"Menurutku, rata2 pendapatan masyarakat dibawah 70 juta, dengan semua fasilitas yang hampir ditanggung sendiri. Dan tidak adanya keterbukaan atas detail pendapatan negara dan pengeluaran negara kepada masyarakat. Dan banyak sekali hukum yang benar2 rancu sehingga banyak sekali korupsi yang diperingan masa hukuman dan pencuri kayu yang sangat diperberat. Maka dari itu, sikap apatis dari masyarakat mulai muncul ya karena masyarakat tidak mengenal pemerintahannya. Jadi jangan bahas nasionalis dulu, tapi bagaimana cara menginfluence pemerintah ke masyarakat.","menurutku, rata2 pendapatan masyarakat dibawah 70 juta, dengan semua fasilitas yang hampir ditanggung sendiri. dan tidak adanya keterbukaan atas detail pendapatan negara dan pengeluaran negara kepada masyarakat. dan banyak sekali hukum yang benar2 rancu sehingga banyak sekali korupsi yang diperingan masa hukuman dan pencuri kayu yang sangat diperberat. maka dari itu, sikap apatis dari masyarakat mulai muncul ya karena masyarakat tidak mengenal pemerintahannya. jadi jangan bahas nasionalis dulu, tapi bagaimana cara menginfluence pemerintah ke masyarakat."
MIo4tGN11j0,"Pemerintah dahulu sebelum ini , seperti akar mati berbuah lebat dan Sangat transparan","pemerintah dahulu sebelum ini , seperti akar mati berbuah lebat dan sangat transparan"
MIo4tGN11j0,Dialog cerdas yg membangkitkan optimisme berbuat yg terbaik utk negara,dialog cerdas yang membangkitkan optimisme berbuat yang terbaik untuk negara
MIo4tGN11j0,KORUPSI ADALAH BUDAYA INDONESIA!!...👏👏👏,korupsi adalah budaya indonesia!!...👏👏👏
MIo4tGN11j0,"Bersama kita kuat, Bhinneka Tunggal Ika. Kekayaan Indonesia bukan hanya SDA tp juga Bhinneka Tunggal Ika. Kita lahir diatas perjuangan yg darah pejuang meresap bersatu dg tanah diatas kita berdiri & Allah tidak akan terima jika tanah yg banyak disujudi itu sampai terganggu.","bersama kita kuat, bhinneka tunggal ika. kekayaan indonesia bukan hanya sda tapi juga bhinneka tunggal ika. kita lahir di atas perjuangan yang darah pejuang meresap bersatu dengan tanah di atas kita berdiri & allah tidak akan terima jika tanah yang banyak disujudi itu sampai terganggu."
MIo4tGN11j0,"Setuju banget sama ust felix. Ust Felix memilih bertahan tapi dengan syarat harus ada yg koordinir.   Kenapa sih tokoh² yg terpandang dengan memiliki prinsip yg bertolak belakang sama Pemerintahan saat ini, Gak Bersatu aja gitu??  Seperti Anis, Rocky Gerung, Ust Felix, Bang Reymond dan masih banyak banget lainnya. Kenapa mereka² ga bersatu buat koordinir kita semua yang merasa udah RISIH dengan keadaan skrg.","setuju banget sama ust felix. ust felix memilih bertahan tapi dengan syarat harus ada yang koordinir. kenapa sih tokoh² yang terpandang dengan memiliki prinsip yang bertolak belakang sama pemerintahan saat ini, tidak bersatu saja gitu?? seperti anis, rocky gerung, ust felix, bang reymond dan masih banyak banget lainnya. kenapa mereka² tidak bersatu buat koordinir kita semua yang merasa sudah risih dengan keadaan skrg."
MIo4tGN11j0,"Saya mencintai negara ini, tapi lihat kondisi makin hari makin parah, saya harus berpikir dan suara tentang rezim ini. cuman saya bingung ustadz apa yg harus kita lakukan selain bersuara, pemerintah tdk mau mendengar aspirasi kita. “NDASMU” adalah feedback pemerintah dari kritik rakyat","saya mencintai negara ini, tapi lihat kondisi makin hari makin parah, saya harus berpikir dan suara tentang rezim ini. hanya saya bingung ustadz apa yang harus kita lakukan selain bersuara, pemerintah tidak mau mendengar aspirasi kita. “ndasmu” adalah feedback pemerintah dari kritik rakyat"
MIo4tGN11j0,Ternyata makan ga makan kumpul udah ga relevan di zaman ini,ternyata makan tidak makan kumpul sudah tidak relevan di zaman ini
MIo4tGN11j0,Seperti one Piece yg mengancam pemerintah dunia.. Suka bngt kalo koh Felix ngomongin one Piece di samakan dengan kehidupan nyata..,seperti one piece yang mengancam pemerintah dunia.. suka banget kalau koh felix membicarakan one piece di samakan dengan kehidupan nyata..
MIo4tGN11j0,"disuatu podcast seorang mantan pejabat PDAM ditanya ""pak knp orang2 nyebut PDAM sebagai Perusahaan Air Mandi? tanggapan bapak gmn?"" mantan pejabat tsb jawab ""nih orang indonesia itu suka mubazir, kalau kita jadikan air tsb bisa diminimum, nanti buat dicuci mobil gmn? cuci piring gmn? kan sayang."" dalam hati gw ""lah anjir, apa urusannya kocak banget. itukan tugas lu ngebuat air bisa diminum.","disuatu podcast seorang mantan pejabat pdam ditanya ""pak kenapa orang2 menyebut pdam sebagai perusahaan air mandi? tanggapan bapak gmn?"" mantan pejabat tersebut jawab ""nih orang indonesia itu suka mubazir, kalau kita jadikan air tersebut bisa diminimum, nanti buat dicuci mobil gmn? cuci piring gmn? kan sayang."" dalam hati saya ""lah anjir, apa urusannya kocak banget. itu kan tugas kamu ngebuat air bisa diminum."
MIo4tGN11j0,Kabur aja bg yg mampu terutama gen z n milinial ke ln gass,kabur saja bang yang mampu terutama gen z n milinial ke luar negeri gas
MIo4tGN11j0,"Bang ray ternyata msh ada yg cerdas dr elu...kirain cuman ustadz biasa,,,selalu nyambung ngomongin apapun..ustadz felix... MasyaaAllah... Allah berikan kecerdasan pada HambaNya yg terpilih","bang ray ternyata masih ada yang cerdas dari elu...kirain hanya ustadz biasa,,,selalu nyambung membicarakan apapun..ustadz felix... masyaaallah... allah berikan kecerdasan pada hambanya yang terpilih"
MIo4tGN11j0,Nah betul pa lagi si noel asal bacot  aja...emang dia sudah berikan apa utk negara,nah betul pak lagi si noel asal bacot aja...emang dia sudah berikan apa untuk negara
MIo4tGN11j0,pemerintah nya duh pro diri sndiri sama kluarga nya  dan warga nya itu  kbnykan sifat nya seenak jidat hal apapun jga gak tertib,pemerintah nya duh pro diri sendiri sama keluarga nya dan warga nya itu kbnykan sifat nya seenak jidat hal apapun juga tidak tertib
MIo4tGN11j0,Kita sedang diiris pelan2 oleh negara..,kita sedang diiris pelan2 oleh negara..
MIo4tGN11j0,Indonesia sudah gak baik ni.,indonesia sudah tidak baik ni.
MIo4tGN11j0,walo gw ikut imam Syafii tp utk hal ini gw setuju imam Hambali 👍,walo saya ikut imam syafii tapi untuk hal ini saya setuju imam hambali 👍
MIo4tGN11j0,Terus konsep apa yang bisa menyelematkan Indonesia ini?,terus konsep apa yang bisa menyelematkan indonesia ini?
MIo4tGN11j0,Melu bungah due cindo muslim koyo kalian ❤,melu bungah due cindo muslim koyo kalian ❤
MIo4tGN11j0,"Market kerja memang sedang acak-acakan, terjadi di seluruh dunia dan diperparah dengan hype AI di mana-mana. Tapi justru peluang cari uang di luar kerja kantoran lebih terbuka, saya sendiri lagi belajar cari uang di luar kerjaan rutin, memang sulit tapi yaa namanya juga hidup ... mumpung ada AI 😁, jadi semangat aja karena saya yakin gak ada orang yang ditakdirkan miskin.","market kerja memang sedang acak-acakan, terjadi di seluruh dunia dan diperparah dengan hype ai di mana-mana. tapi justru peluang cari uang di luar kerja kantoran lebih terbuka, saya sendiri lagi belajar cari uang di luar kerjaan rutin, memang sulit tapi ya namanya juga hidup ... mumpung ada ai 😁, jadi semangat saja karena saya yakin tidak ada orang yang ditakdirkan miskin."
MIo4tGN11j0,"Jika ada beban peradaban, maka andalah arsitek peradaban tsb. Krna andalah yg terpilih dan dipilih, sama Allah.","jika ada beban peradaban, maka andalah arsitek peradaban tsb. karena andalah yang terpilih dan dipilih, sama allah."
MIo4tGN11j0,Orang pinter model Ko Felix mana kepake di Negara Busuk. Negara Busuk hanya butuh orang orang Bodoh yang memiliki Branding Nama Tinggi dan Memiliki Saudara di dalam organisasi nya masing-masing!,orang pintar model kok felix mana terpakai di negara busuk. negara busuk hanya butuh orang orang bodoh yang memiliki branding nama tinggi dan memiliki saudara di dalam organisasi nya masing-masing!
MIo4tGN11j0,"Mereka sebenernya tau, mereka tau apa yang sedang terjadi di indonesia, mereka pura2 buta, mereka pura2 tuli. Percuma kalau hanya demo2 dengan alasan ""didengar"", ya mereka denger dari kuping kanan keluar kuping kiri, akhirnya apa? Akhirnya suaranya tenggelam dan ga pernah terdengar lagi, apa itu yang diinginkan? Dari kebijakan ""makan siang gratis"" yang hanya sebagai pengalihan isu, biar masyarakat mikir ""sudah fokus saja ke makan siang, jangan fikirin hal lain"", dan mereka bakal nyiapin sesuatu yang lebih besar. see? Mereka masih mau main2 sama rakyatnya. Kapan rakyat sadar sama hal kaya ginian? Apa ga cape di monopoli terus menerus? Indonesia kuat jika bersatu, indonesia tuh kaya kalau adil. Jika ingin berharap suatu perubahan, gaakan ada perubahan sampai yang dibawahnya berubah dulu, ayo berubah demi revolusi baru. Pola mereka selalu sama, mereka sudah berekspetasi kalau ini terjadi, ""demo"", mereka tau cara counternya. mereka juga udah tau akhirnya masyarakat hanya bisa menerima tanpa ada perubahan apa2, mereka tidak bodoh, mereka melangkah lebih maju daripada kita, cuma. Mereka tidak perduli apa yang sedang terjadi di rakyat yang mereka pimpin, yang penting hidupnya senang dan tidak terdampak, Pola yang selalu sama yg selalu dilakukan oleh mereka, boleh salah pilih lawan tapi jangan salah pilih senjata.","mereka sebenarnya tau, mereka tahu apa yang sedang terjadi di indonesia, mereka pura2 buta, mereka pura2 tuli. percuma kalau hanya demo2 dengan alasan ""didengar"", ya mereka dengar dari kuping kanan keluar kuping kiri, akhirnya apa? akhirnya suaranya tenggelam dan tidak pernah terdengar lagi, apa itu yang diinginkan? dari kebijakan ""makan siang gratis"" yang hanya sebagai pengalihan isu, biar masyarakat mikir ""sudah fokus saja ke makan siang, jangan fikirin hal lain"", dan mereka bakal nyiapin sesuatu yang lebih besar. see? mereka masih mau main2 sama rakyatnya. kapan rakyat sadar sama hal kaya ginian? apa tidak cape di monopoli terus menerus? indonesia kuat jika bersatu, indonesia itu kaya kalau adil. jika ingin berharap suatu perubahan, tidak akan ada perubahan sampai yang dibawahnya berubah dulu, ayo berubah demi revolusi baru. pola mereka selalu sama, mereka sudah berekspetasi kalau ini terjadi, ""demo"", mereka tahu cara counternya. mereka juga sudah tahu akhirnya masyarakat hanya bisa menerima tanpa ada perubahan apa2, mereka tidak bodoh, mereka melangkah lebih maju daripada kita, cuma. mereka tidak peduli apa yang sedang terjadi di rakyat yang mereka pimpin, yang penting hidupnya senang dan tidak terdampak, pola yang selalu sama yang selalu dilakukan oleh mereka, boleh salah pilih lawan tapi jangan salah pilih senjata."
MIo4tGN11j0,Yang bilang loe gak Nasionalis kalo kita keluar negeri meninggalkan kewarganegaraan dan menjadi WN negara asing..tapi kalo sekedar cari penghidupan dan rejeki yang ada disana bisa lebih baik dan tetap punya KTP dan Pasport indonesia namanya itu ikhtiar..tapi kalo kaburnya bawa uang KORUPSI ke LN baru loe bilang itu RAMPOK NASIONALIS...Peace,yang bilang kamu tidak nasionalis kalau kita keluar negeri meninggalkan kewarganegaraan dan menjadi warga negara negara asing..tapi kalau sekedar cari penghidupan dan rejeki yang ada disana bisa lebih baik dan tetap punya ktp dan paspor indonesia namanya itu ikhtiar..tapi kalau kaburnya bawa uang korupsi ke luar negeri baru kamu bilang itu rampok nasionalis...peace
MIo4tGN11j0,"Simpel sih sebenernya kalo pengen kerja gaji gede ya krja di luar negri aja, kalo pengen kaya di negara sendiri solusinya bakar kemenyan di bawah pohon gede, jaga lilin, 😂","simpel sih sebenarnya kalau pengen kerja gaji besar ya kerja di luar negeri aja, kalau pengen kaya di negara sendiri solusinya bakar kemenyan di bawah pohon gede, jaga lilin, 😂"
MIo4tGN11j0,"Betul Keadilan jadi alasan utamaorang kabur aja dulu, sampai pemerintah sudah berganti.","betul keadilan jadi alasan utamaorang kabur saja dulu, sampai pemerintah sudah berganti."
MIo4tGN11j0,Subhanallah... Pemerintahan Indonesia sangat berprestasi dan membanggakan... Mampu menyejahterakan rakyatnya🤭🤫,subhanallah... pemerintahan indonesia sangat berprestasi dan membanggakan... mampu menyejahterakan rakyatnya🤭🤫
MIo4tGN11j0,"Wahai para kompeni2😁.. dengerin nih dialog para kesatria sejati indonesia yg sesungguhnya!.  Ustadz Felix sangat keren kl kasih penggambaran.moga selalu berkah dlm perlindungan Allah, amiin.","wahai para kompeni2😁.. dengarkan ini dialog para kesatria sejati indonesia yang sesungguhnya!. ustadz felix sangat keren kalau kasih penggambaran.moga selalu berkah dalam perlindungan allah, amiin."
MIo4tGN11j0,"Bang Raymond, tolong dibahas mengenai Danantara. Mulai dari siapa saja yang terlibat, dana yang dipakai dan dampaknya untuk investasi Indonesia ke depannya (reksadana, obligasi dan saham). Saat ini saya saja sudah ketar-ketir dengan semua ini, apalagi saya masih belajar untuk melakukan investasi kecil-kecilan.  Selama ini banyak sekali ekonom atau orang ahli yang berkata bahwa rasio investasi rakyat Indonesia rendah dibandingkan dengan luar negeri, tetapi mana bisa kita percaya jika hal seperti ini terus terjadi...","bang raymond, tolong dibahas mengenai danantara. mulai dari siapa saja yang terlibat, dana yang dipakai dan dampaknya untuk investasi indonesia ke depannya (reksadana, obligasi dan saham). saat ini saya saja sudah ketar-ketir dengan semua ini, apalagi saya masih belajar untuk melakukan investasi kecil-kecilan. selama ini banyak sekali ekonom atau orang ahli yang berkata bahwa rasio investasi rakyat indonesia rendah dibandingkan dengan luar negeri, tetapi mana bisa kita percaya jika hal seperti ini terus terjadi..."
MIo4tGN11j0,"sebenernya kita dimiskinkan ama negara gx sih, aku yg kerja mulu gaji kecil + anak pertama, gmna bisa growth kalo negara ga bantu orng yg nasibnya ke kita ini","sebenarnya kita dimiskinkan sama negara tidak sih, aku yang kerja melulu gaji kecil + anak pertama, gimana bisa growth kalau negara tidak bantu orang yang nasibnya ke kita ini"
MIo4tGN11j0,"InsyaAllah sya memilih kabur untuk stay, bukan stay untuk kabur, ❤","insyaallah saya memilih kabur untuk stay, bukan stay untuk kabur, ❤"
MIo4tGN11j0,"Alhamdulillah saya sudah labur duluan dari awal januari, sebelum kabur aja dulu viral. Karena sudah tidak memungkinkan untuk kebutuhan sehari hari. Tetap semangat yang di indonesia dan saya dsni tetap berjuang untuk indonesia ke depan✊✊✊","alhamdulillah saya sudah labur duluan dari awal januari, sebelum kabur saja dulu viral. karena sudah tidak memungkinkan untuk kebutuhan sehari hari. tetap semangat yang di indonesia dan saya dsni tetap berjuang untuk indonesia ke depan✊✊✊"
MIo4tGN11j0,Kalo untuk saat ini sih saya masih betah tinggal di Indonesia  Tapi suatu saat nanti saya tidak tau,kalau untuk saat ini sih saya masih betah tinggal di indonesia tapi suatu saat nanti saya tidak tahu
MIo4tGN11j0,"Dengerin ini jadi nganggur, dan mereka gajian.🤦","dengarkan ini jadi nganggur, dan mereka gajian.🤦"
MIo4tGN11j0,". Nyari kerja sampai setengah hari, dari skck hidup sampai mati, ongkos sana sini sampai kantong kering, kualifikasi loker dibatasi umur, tinggi,good looking udah kayak daftar isi, ada opsi pakai nyogok sana sini, rawan scammer, stuck karna finansial, harapan hanya berdoa saja kepada allah.. Jika finansial memadai atau ada kesempatan, mungkin opsi kabur aja dulu sepertinya tidak terlalu buruk, malah mungkin good alternative choice",". nyari kerja sampai setengah hari, dari skck hidup sampai mati, ongkos sana sini sampai kantong kering, kualifikasi loker dibatasi umur, tinggi,good looking sudah seperti daftar isi, ada opsi pakai menyogok sana sini, rawan scammer, stuck karena finansial, harapan hanya berdoa saja kepada allah.. jika finansial memadai atau ada kesempatan, mungkin opsi kabur saja dulu sepertinya tidak terlalu buruk, malah mungkin good alternative choice"
MIo4tGN11j0,"Orang yang bilang Orang yg kerja / tinggal diluar Negeri itu di bilang tidak NASIONALISME itu Orang Bodoh dan tdk berkopenten.  Saya tinggal dan kerja di LN ...dan setiap 17 August mengikuti Upacara hari kemerdekaan di EMBASSY, dan Kami mensejahterakan Keluarga Saya ... apakah masih dibilang tdk Nasionalisme?😢","orang yang bilang orang yang kerja / tinggal diluar negeri itu di bilang tidak nasionalisme itu orang bodoh dan tidak berkopenten. saya tinggal dan kerja di luar negeri ...dan setiap 17 august mengikuti upacara hari kemerdekaan di embassy, dan kami mensejahterakan keluarga saya ... apakah masih dibilang tidak nasionalisme?😢"
MIo4tGN11j0,Tentang orang2 jahat yg terorganisir di indonesia itu betul. Yg aku lihat biasanya orang2 ini senang berkomplot atau mengumpulkan armada sehingga semakin besar keberadaanya. Karna influencenya yg besar ini pun meredam orang2 yg mungkin dalam hatinya ingin berbuat baik terpaksa menjadi apatis. Maka menjadi semakin banyak orang baik menjadi apatis dan hanya sedikit orang yg berintegritas kuat untuk tetap berbuat baik.,tentang orang2 jahat yang terorganisir di indonesia itu betul. yang aku lihat biasanya orang2 ini senang berkomplot atau mengumpulkan armada sehingga semakin besar keberadaanya. karena influencenya yang besar ini pun meredam orang2 yang mungkin dalam hatinya ingin berbuat baik terpaksa menjadi apatis. maka menjadi semakin banyak orang baik menjadi apatis dan hanya sedikit orang yang berintegritas kuat untuk tetap berbuat baik.
MIo4tGN11j0,"Gue mau optimis, beberapa kebijakan sudah bagus kok... kalau mau dilihat peluang kecurangan semuanya ada.. gue mau optimis, jadi kalau Indonesia benar maju, gue akan bangga karena gue yg optimis... kalau hancur pun, gue jg akan bangga karena gue bersama yg berusaha...","saya mau optimis, beberapa kebijakan sudah bagus kok... kalau mau dilihat peluang kecurangan semuanya ada.. saya mau optimis, jadi kalau indonesia benar maju, saya akan bangga karena saya yang optimis... kalau hancur pun, saya juga akan bangga karena saya bersama yang berusaha..."
MIo4tGN11j0,"Sehat2 terus, buat orang yang berjuang buat indonesia","sehat2 terus, buat orang yang berjuang buat indonesia"
MIo4tGN11j0,"Aku kabur ke Malaysia, udh 3 tahun di negri upin ipin 😭","aku kabur ke malaysia, sudah 3 tahun di negeri upin ipin 😭"
MIo4tGN11j0,LEBIH BAIK... Orang pintar CARI PENGALAMAN DILUAR dulu KEMUDIAN KEMBALI MENGABDI/SUPPORT ke NEGARANYA  DARIPADA... Orang pintar DITELANTARKAN SIA2 MATI TANPA DIBERI KESEMPATAN MENGABDI ke NEGARANYA,lebih baik... orang pintar cari pengalaman diluar dulu kemudian kembali mengabdi/support ke negaranya daripada... orang pintar ditelantarkan sia2 mati tanpa diberi kesempatan mengabdi ke negaranya
MIo4tGN11j0,Terus mau kabur atau engga bang @raymonchin ?,terus mau kabur atau tidak bang @raymonchin ?
MIo4tGN11j0,"Yang Hancur di negara ini adalah penjabat yang tidak tau diri, dan seolah olah mereka dictator yang punya kuasa dan benar dia ngelakuin apapun gagal rakyat kecewa pemimpin mempertahankan dia.  Apakah lebih baik di ganti iya pasti ada trial dan error, tapi apakah nantinya akan benar ya tentu daripada anda memperhankan orang yang gak bener nunggu bener. Maka jika dia tau akan di pertahankan maka dia ini akan jadi seperti dictator. Jangan gara gara mempertahankan 1 orang, anda mengorbankan jutaan rakyat di saat bersamaan.","yang hancur di negara ini adalah penjabat yang tidak tahu diri, dan seolah olah mereka dictator yang punya kuasa dan benar dia melakukan apapun gagal rakyat kecewa pemimpin mempertahankan dia. apakah lebih baik di ganti iya pasti ada trial dan error, tapi apakah nantinya akan benar ya tentu daripada anda memperhankan orang yang tidak bener menunggu bener. maka jika dia tahu akan di pertahankan maka dia ini akan jadi seperti dictator. jangan gara gara mempertahankan 1 orang, anda mengorbankan jutaan rakyat di saat bersamaan."
MIo4tGN11j0,Di lingkungan saya laki2 99% merantau ke luar negeri karna sangat sulit untuk kita yg di pedesaan kerja gak ada kalau gak ada tanah nganggur serba sulit,di lingkungan saya laki2 99% merantau ke luar negeri karena sangat sulit untuk kita yang di pedesaan kerja tidak ada kalau tidak ada tanah nganggur serba sulit
MIo4tGN11j0,pribumi pada kabur Negara dikuasai cindo ama habib Wkwkwk,pribumi pada kabur negara dikuasai cindo sama habib hahaha
